text,label
"Great place to start a carrer in I.T, good warehouse environment",4
"Trust Me, You do not want to work here",1
"Good coworkers, helpful and friendly and a fairly decent place to work.",4
not a good place to work at all been stuck for awhile trying to get out,1
"End of the day, wishing I had another job...",2
"Company from India, that thinks it's still in India!",2
It is the worst job I have ever had.,1
"Good for fresher in terms of work, but not growth",4
Maybe good for short term but for long term might be not suitable for those who wants to progress their career,2
"Great company, turning into a more old stylish corporate company",5
Been working at the Y for 7 years and love it,5
"12 years of progressive financial management experience, ending tenure with the VP Finance role.",5
"Not recommended, you only get a brand tag from here",1
"You will live the company motto, ""Work Hard. Have Fun. Make History.""",5
And outstanding company with incredible values and a real focus on wellbeing,5
"Poor culture, shocking delivery and a lack of motivation all around",1
A fabulous organisation ruined by weak leadership and poor decisions,2
Great interim while you build private clients or go to school.,4
"""Run for your Life"" is you are a PROFESSIONAL and considering a job here!",1
I wouldn't trade my experience and friends there for anything else in the world.,5
"If you like change for the sake of change, a great place to be",2
Good place to grow if you do not mind long hours,4
"Enjoyed my short time of employment. Terminated, because I couldn't pass the Insurance Exam.",5
the only success in this company is to higher ups...,1
"One of the best defense companies to work for in terms of culture, pay, and potential.",4
Clarksburg is Great place to work. Maintenance is friendly and show up when beckoned.,5
"Good for learning, bad for career if you don't network aggressively",2
Only worth if actively pursuing connections with hospital staff,1
"Aon has a great open door culture. Great minds to work with  and lots of interesting, value adding work !",5
Use to be a great company to work for,2
Challenging and wish that I had the advantages of an RN or MD.,2
"Own the overall creative direction on daily basis, inspiring the team through creative thinking and leadership.",4
"Former Customer Service Rep!
Run far away from here and don't even waste your time.",1
"Great company, with a great team of dedicated employees.",5
You never work a day. if you love where you work!,5
"It was the best of times, it was the worst of times.",5
Frustrating due to utter lack of consistency from management in anything.,4
Good place to work but low in salary and Growth,4
The cheapest and worst paying company I've worked for.,1
Good to work if you are ready to take a normal work,5
"Underappreciated, I've never felt worse about going to work than I do now.  Walk away while you have the chance",1
If you aim for stability with no growth in future. You will have to wait for 4-5 years for a small insignificant promotn,2
"Do not work for this company, they only care about profit not the employees",1
Sad to see what has come of the old Novosco,1
I enjoy this company very much and it has helped with gaining much knowledge. It has helped shaped my personal goals,5
