text,label,label_text
Vision and practices are at least a decade behind others,2,bad
"Management make the job harder then it is, you have no support and tools to do your job.a",2,bad
"Good work environment, but huge change to department culture since 2020 from new head",5,good
Understanding and Accommodating Bosses.  Flexible scheduling. Good honest work.   Fun coworkers.,5,good
Great place to work if you care about making a difference in people's lives,5,good
The procedures don't reflect that H&R Block is a $5 Billion market cap company,2,bad
No way to make complaints when things go wrong,2,bad
Hire you just to fire or lay you off,1,bad
Great Company top work due to work culture. Its a median pay master,4,good
Diagnose the problem and fix it right the first time,5,good
not a company i would suggest to a friend,2,bad
"Great Local People and Management,  Poor Communication from Corporate",4,good
It's a good place to work with not much travel.,4,good
"Organization wide it is a nice
Place to work",4,good
Coworkers were great but Management made it a bad place,2,bad
"Great organization to work, you always develop your career",5,good
A company to work if you are willing to learn,5,good
A good place to learn but not a place where you can grow in career,2,bad
Dog eat dog environment with little pay and few opportunities.,2,bad
"BRS/Aladdin - Great Place, Great People, Room for Growth",4,good
"At first i thought I could make a career out of working here but came to realize, i cant, especially financially",2,bad
Don't bother unless you like to be over worked and under paid,1,bad
Supportive of my ambitions and flexible when i needed it,5,good
Company trys hard but efforts to grow are stunted.,2,bad
Good place to work as a student library assistant.,4,good
Good environment and it was good working with Dell.,5,good
"Great career, many good times and a valuable learning experience.",5,good
"Too Many Structural Changes to Feel Comfortable..., 121 Structure not suited to Job Role.",4,good
It wasn't great but it wasn't bad either.. It was pretty good.,2,bad
"Long hours, lots of nights and weekends. I mean you will work every night n every weekend",2,bad
They don't want to pay you a fair commission,1,bad
"If you want career growth, you've come to the wrong place",2,bad
Good for knowledge as a fresher but not for salary,1,bad
"Big corporate, but been able to carve out a unique space in which to operate.",5,good
14 years of rich experience in F&A field with 12+ yrs of exp in FP&A,4,good
"Used To Be A Decent Company, But That's Long Gone.",1,bad
Great at making you feel comfortable within the team,5,good
ABB an  international company in the field of electrical engineering,5,good
"Limited Career opportunities, constantly changing methods, out of touch with the field",2,bad
"BlackBerry went up and down very quick, but loved working at BlackBerry.",4,good
Program Manager - ITIL®* Strategic Planning* Delivery Management * Program Management * Transition Management,5,good
A company that is by definition continuous improvement needs to listen to its own advice,2,bad
Started out great but toward the end not so much...,2,bad
Cotton On Kids will ruin you as a person,1,bad
Waste company to work. You will make no progress professionally,1,bad
A good company to work for and gain entry level sales skills,4,good
"You definately will not get what you signed up for: salary, job responsibilities, even location",1,bad
Just if you need a job and it's your only option.,1,bad
"Break and late policies are awful, but good pay and work environment for a retail job.",4,good
Work Culture and Training is good . Infy is the best place to start the career,5,good
I had a great time working at BNY Mellon.  I really enjoyed them educating me about the company.,5,good
Not a very good company to stay for long,2,bad
"Working for Avis/Budget is good for students, house wife and retired people. The benefits are good. The people are good.",4,good
Don't know if working here is worse than all of my past  jobs combined.,2,bad
Great Company to Work for and gain International Client Side Experience,4,good
I work in BMC for more than a decade. BMC is great place to work!,5,good
Customer-mocking undercurrent; inferior offerings; culture skewed toward one ethnic group,1,bad
What new employment ads after telling applicants moving on with current batch of applicants,2,bad
Developing and deploying machine learning solutions for the enterprise.,4,good
Was not so bad then but not sure about now?,2,bad
My position allows for flexibility when I need it.,4,good
Walgreens Is a GREAT company.... If you let it be.,4,good
Probably one of the most corrupt and ridiculous places I've ever worked,1,bad
Glory Days Pass You By . . .. .. .,2,bad
Great place to work for people who rate innovation and learning high.,5,good
Food Lion has provided a challenging career and a reasonable income.,4,good
Very good at getting you to come to the office,1,bad
Great company with a little work left to do.,5,good
